주차장코드,주차장명,주소,주차장 종류,주차장 종류명,운영구분,운영구분명,전화번호,총 주차면,유무료구분,유무료구분명,야간무료개방여부,야간무료개방여부명,평일 운영 시작시각(HHMM),평일 운영 종료시각(HHMM),최종데이터 동기화 시간,기본 주차 요금,기본 주차 시간(분 단위),추가 단위 요금,추가 단위 시간(분 단위),일 최대 요금,구,행정동
1588878,서울숲 공영주차장(구),성동구 성수동1가 643,NW,노외 주차장,1,시간제 주차장,070-7119-2893,177,Y,유료,N,야간 미개방,0,2400,2021-01-15 12:08:44,150.0,5.0,150.0,5.0,,성동구,성수동1가
1588881,공유) 성동 05-09(구),성동구 사근동 282-2,NW,노외 주차장,3,시간제 + 거주자 주차장,,57,Y,유료,N,야간 미개방,0,0,2021-06-24 16:25:48,150.0,5.0,0.0,0.0,0.0,성동구,사근동
1588885,거주자노외주차장(구),성동구 송정동 72-242,NW,노외 주차장,2,거주자 우선 주차장,,67,Y,유료,N,야간 미개방,0,0,2020-04-28 16:45:40,0.0,0.0,0.0,0.0,0.0,성동구,송정동
1588889,금만시장공영주차장(구),성동구 금호동3가 294-0,NW,노외 주차장,1,시간제 주차장,,10,N,무료,N,야간 미개방,0,0,2020-04-28 15:29:24,,,,,,성동구,금호동3가
1588892,거주자노외주차장(구),성동구 성수동1가 685-173,NW,노외 주차장,2,거주자 우선 주차장,,177,Y,유료,N,야간 미개방,0,0,2020-04-28 16:45:24,0.0,0.0,0.0,0.0,0.0,성동구,성수동1가
1588898,공유) 성동 09-06(구),성동구 금호동1가 636-0,NW,노외 주차장,2,거주자 우선 주차장,,22,Y,유료,N,야간 미개방,0,0,2021-06-24 16:21:27,0.0,0.0,0.0,0.0,0.0,성동구,금호동1가
1588901,거주자노외(구),성동구 행당동 341-48,NW,노외 주차장,2,거주자 우선 주차장,,24,Y,유료,N,야간 미개방,0,0,2020-04-28 16:45:54,0.0,0.0,0.0,0.0,0.0,성동구,행당동
1588964,마천동 1공영주차장(구),송파구 마천동 215-0,NW,노외 주차장,1,시간제 주차장,02-404-6275,217,Y,유료,N,야간 미개방,0,2400,2020-11-16 11:27:00,50.0,5.0,50.0,5.0,,송파구,마천동
1589089,송파파크데이 2단지입구앞(구),송파구 마천동 603-0,NW,노외 주차장,2,거주자 우선 주차장,,110,Y,유료,N,야간 미개방,0,0,2021-01-18 17:17:10,0.0,0.0,0.0,0.0,0.0,송파구,마천동
1593156,공유) 한강로동 22구간(구),용산구 한강로2가 157-2,NS,노상 주차장,2,거주자 우선 주차장,,1,Y,유료,N,야간 미개방,0,0,2021-02-02 17:31:18,0.0,0.0,0.0,0.0,0.0,용산구,한강로2가
1593622,공유) 남영동 01구간(구),용산구 남영동 108-0,NS,노상 주차장,2,거주자 우선 주차장,,1,Y,유료,N,야간 미개방,0,0,2021-02-02 17:22:37,0.0,0.0,0.0,0.0,0.0,용산구,남영동
1594023,공유) 한강로동 32구간(구),용산구 한강로2가 15-6,NS,노상 주차장,2,거주자 우선 주차장,,1,Y,유료,N,야간 미개방,0,0,2021-02-02 17:36:58,0.0,0.0,0.0,0.0,0.0,용산구,한강로2가
1594776,03-02-186(구),용산구 남영동 103-3,NS,노상 주차장,2,거주자 우선 주차장,,1,Y,유료,N,야간 미개방,0,0,2021-01-15 14:12:20,0.0,0.0,0.0,0.0,0.0,용산구,남영동
1594777,공유) 남영동 02구간(구),용산구 남영동 103-3,NS,노상 주차장,2,거주자 우선 주차장,,1,Y,유료,N,야간 미개방,0,0,2021-02-02 17:24:42,0.0,0.0,0.0,0.0,0.0,용산구,남영동
1594778,03-04-135(구),용산구 남영동 46-3 ,NS,노상 주차장,2,거주자 우선 주차장,,1,Y,유료,N,야간 미개방,0,0,2021-01-15 14:08:35,0.0,0.0,0.0,0.0,0.0,용산구,남영동
1594835,공유) 남영동 04구간(구),용산구 남영동 46-3,NS,노상 주차장,2,거주자 우선 주차장,,1,Y,유료,N,야간 미개방,0,0,2021-02-02 17:26:47,0.0,0.0,0.0,0.0,0.0,용산구,남영동
1594961,삼각지고가밑 공영주차장(시),용산구 문배동 12-1,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,1900,2021-10-08 09:40:32,250.0,5.0,250.0,5.0,0.0,용산구,문배동
1596928,논현로131길(구),강남구 논현동 279-99 학동역7번출구윗길,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,1900,2020-07-21 18:30:17,400.0,5.0,800.0,5.0,,강남구,논현동
1598005,남부순환로397길(구),강남구 대치동 600-13,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,1900,2020-04-21 17:23:33,300.0,5.0,600.0,5.0,24000.0,강남구,대치동
1615247,벽산공영(구),강북구 수유동 186-5 ,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,1900,2021-07-23 11:50:47,200.0,5.0,200.0,5.0,15000.0,강북구,수유동
1628524,공유) 광장동 IoT 공유주차장(구),광진구 광장동 145-8 ,NS,노상 주차장,2,거주자 우선 주차장,0,1,Y,유료,N,야간 미개방,0,0,2020-07-13 14:52:07,0.0,0.0,0.0,0.0,0.0,광진구,광장동
1629111,공유) 능동 IoT 공유주차장(구),광진구 능동 314-7 ,NS,노상 주차장,2,거주자 우선 주차장,0,1,Y,유료,N,야간 미개방,0,0,2020-07-13 14:59:33,0.0,0.0,0.0,0.0,0.0,광진구,능동
1629436,동서울호텔길 노상공영주차장(구),광진구 자양동 609-1,NS,노상 주차장,1,시간제 주차장,0,1,Y,유료,N,야간 미개방,900,1800,2020-11-06 15:25:27,250.0,5.0,0.0,0.0,0.0,광진구,자양동
1629882,동서울 호텔길(B) 공영주차장(구),광진구 구의동 547-6 ,NS,노상 주차장,3,시간제 + 거주자 주차장,,1,Y,유료,N,야간 미개방,900,1800,2020-11-06 15:10:05,250.0,5.0,0.0,0.0,10000.0,광진구,구의동
1630562,공유) 구로중학교A(구),구로구 구로동 65-0,NS,노상 주차장,2,거주자 우선 주차장,,1,Y,유료,N,야간 미개방,0,0,2020-12-24 10:15:31,0.0,0.0,0.0,0.0,0.0,구로구,구로동
1632942,공유) 구로중학교B(구),구로구 구로동 65-0,NS,노상 주차장,2,거주자 우선 주차장,,1,Y,유료,N,야간 미개방,0,0,2020-12-24 10:17:08,0.0,0.0,0.0,0.0,0.0,구로구,구로동
1667236,공유)  성동 06-23(구),성동구 행당동 381-6,NS,노상 주차장,3,시간제 + 거주자 주차장,,1,Y,유료,N,야간 미개방,0,0,2021-06-24 15:40:37,100.0,5.0,0.0,0.0,0.0,성동구,행당동
1671842,국민대앞북악주차(구),성북구 정릉동 880-1 ,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,0,2400,2020-11-11 17:45:37,150.0,5.0,300.0,10.0,10000.0,성북구,정릉동
1676993,비석거리 노상 공영주차장(구),송파구 가락동 95-6,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,2100,2020-11-11 18:21:36,100.0,5.0,0.0,0.0,0.0,송파구,가락동
1681805,문정골길 노상 공영주차장(구),송파구 문정동 41-14,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,1000,2200,2020-11-11 18:07:54,150.0,5.0,0.0,0.0,0.0,송파구,문정동
1684765,새마을시장 노상공영주차장(구),송파구 잠실동 284-0,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,1800,2020-11-16 11:47:30,250.0,5.0,250.0,5.0,0.0,송파구,잠실동
1703438,서소문 올리브타워 옆(구),중구 서소문동 135-1,NS,노상 주차장,1,시간제 주차장,02-2280-8365,1,Y,유료,N,야간 미개방,800,2200,2020-06-01 18:14:49,400.0,5.0,400.0,5.0,0.0,중구,서소문동
1704520,공유) 필동로(구),중구 필동3가 118-0,NS,노상 주차장,3,시간제 + 거주자 주차장,02-3396-6264,1,Y,유료,N,야간 미개방,0,2359,2021-04-27 17:17:09,1200.0,60.0,600.0,30.0,0.0,중구,필동3가
1706234,공유) 중화2동 21구간(구),중랑구 중화동 73-8,NS,노상 주차장,3,시간제 + 거주자 주차장,02-1661-5806,1,Y,유료,N,야간 미개방,900,1800,2021-07-28 18:18:25,600.0,60.0,300.0,30.0,0.0,중랑구,중화동
1706638,공유) 중화2동 11구간(구),중랑구 중화동 61-4,NS,노상 주차장,3,시간제 + 거주자 주차장,02-1661-5806,1,Y,유료,N,야간 미개방,900,1800,2021-07-28 16:56:12,600.0,60.0,300.0,30.0,0.0,중랑구,중화동
1707798,공유) 면목본동 22구간(구),중랑구 면목동 1507-7,NS,노상 주차장,3,시간제 + 거주자 주차장,02-1661-5806,1,Y,유료,N,야간 미개방,900,1800,2021-07-28 18:32:15,600.0,60.0,300.0,30.0,0.0,중랑구,면목동
1708447,공유) 면목5동 14구간(구),중랑구 면목동 1507-15,NS,노상 주차장,3,시간제 + 거주자 주차장,02-1661-5806,1,Y,유료,N,야간 미개방,900,1800,2021-07-28 16:56:37,600.0,60.0,300.0,30.0,0.0,중랑구,면목동
1709791,공유) 면목2동 10구간(25~27)(구),중랑구 면목동 294-30,NS,노상 주차장,3,시간제 + 거주자 주차장,02-1661-5806,1,Y,유료,N,야간 미개방,900,1800,2021-07-28 19:47:56,600.0,60.0,300.0,30.0,0.0,중랑구,면목동
1709804,공유) 면목2동 10구간(59~61)(구),중랑구 면목동 294-10,NS,노상 주차장,3,시간제 + 거주자 주차장,02-1661-5806,1,Y,유료,N,야간 미개방,900,1800,2021-07-28 19:42:54,600.0,60.0,300.0,30.0,0.0,중랑구,면목동
171721,세종로 공영주차장(시),종로구 세종로 80-1,NW,노외 주차장,1,시간제 주차장,02-2290-6566,1260,Y,유료,N,야간 미개방,0,2400,2021-10-06 18:14:43,430.0,5.0,430.0,5.0,0.0,종로구,세종로
171724,서인사마당공영(구),종로구 견지동 85-18,NW,노외 주차장,1,시간제 주차장,02-2236-0052,45,Y,유료,N,야간 미개방,800,2200,2019-06-10 09:30:49,400.0,5.0,400.0,5.0,,종로구,견지동
171778,명광교회공영주차장(구),종로구 명륜3가 12-0,NW,노외 주차장,1,시간제 주차장,02-2236-0052,8,Y,유료,N,야간 미개방,0,2400,2019-06-10 09:31:40,250.0,5.0,250.0,5.0,0.0,종로구,명륜3가
1717843,거주자우선(IOT공유)(구),영등포구 대림동 711-0,NS,노상 주차장,3,시간제 + 거주자 주차장,,1,Y,유료,N,야간 미개방,900,1800,2021-04-19 18:10:08,1200.0,60.0,600.0,30.0,,영등포구,대림동
1717850,거주자우선(IOT공유)(구),영등포구 대림동 736-3 ,NS,노상 주차장,3,시간제 + 거주자 주차장,,1,Y,유료,N,야간 미개방,900,1800,2021-04-19 18:03:40,1200.0,60.0,0.0,0.0,0.0,영등포구,대림동
171810,동묘공영주차장(구),종로구 숭인동 227-8,NW,노외 주차장,3,시간제 + 거주자 주차장,02-2236-0052,27,Y,유료,N,야간 미개방,900,1800,2021-07-23 14:50:56,400.0,5.0,400.0,5.0,,종로구,숭인동
171830,다동공원 제4부지 공영주차장(구),중구 다동 39-3,NW,노외 주차장,3,시간제 + 거주자 주차장,02-756-7008,15,Y,유료,N,야간 미개방,900,2300,2019-06-10 09:31:47,400.0,5.0,400.0,5.0,0.0,중구,다동
1718831,거주자우선(IOT공유)(구),영등포구 대림동 710-0 ,NS,노상 주차장,3,시간제 + 거주자 주차장,,1,Y,유료,N,야간 미개방,900,1800,2021-04-19 18:13:58,1200.0,60.0,600.0,30.0,,영등포구,대림동
171901,묵정공원지하 공영주차장(구),중구 충무로5가 21-0,NW,노외 주차장,3,시간제 + 거주자 주차장,02-2280-8368,499,Y,유료,N,야간 미개방,0,2400,2021-05-26 13:42:06,400.0,5.0,400.0,5.0,0.0,중구,충무로5가
171924,동화동 공영주차장(구),중구 신당동 52-7,NW,노외 주차장,3,시간제 + 거주자 주차장,02-2280-8368,233,Y,유료,N,야간 미개방,0,2400,2021-05-26 15:05:34,150.0,5.0,150.0,5.0,0.0,중구,신당동
171931,신당역 공영주차장(구),중구 신당동 140-29,NW,노외 주차장,3,시간제 + 거주자 주차장,02-2280-8368,29,Y,유료,N,야간 미개방,0,2400,2021-05-26 15:04:31,250.0,5.0,250.0,5.0,0.0,중구,신당동
171932,성곽 공영주차장(구),중구 신당동 432-2026,NW,노외 주차장,3,시간제 + 거주자 주차장,02-2280-8368,46,Y,유료,N,야간 미개방,0,2400,2021-05-26 15:55:14,150.0,5.0,150.0,5.0,0.0,중구,신당동
171941,다산동 공영주차장(구),중구 신당동 432-1584,NW,노외 주차장,3,시간제 + 거주자 주차장,02-2280-8368,86,Y,유료,N,야간 미개방,0,2400,2021-05-26 14:45:59,150.0,5.0,150.0,5.0,0.0,중구,신당동
171944,버티 공영주차장(구),중구 신당동 432-1693,NW,노외 주차장,3,시간제 + 거주자 주차장,02-2280-8368,92,Y,유료,N,야간 미개방,0,2400,2021-05-26 14:48:35,150.0,5.0,150.0,5.0,0.0,중구,신당동
171945,동산 공영주차장(구),중구 신당동 333-260,NW,노외 주차장,3,시간제 + 거주자 주차장,02-2280-8368,83,Y,유료,N,야간 미개방,0,2400,2021-05-26 14:57:24,150.0,5.0,150.0,5.0,0.0,중구,신당동
171953,서소문 삼성생명뒤 공영주차장(구),중구 서소문동 122-0,NW,노외 주차장,1,시간제 주차장,02-310-9588,50,Y,유료,N,야간 미개방,700,2300,2019-06-10 09:32:05,400.0,5.0,400.0,5.0,0.0,중구,서소문동
171956,문화공영주차장(구),중구 신당동 425-1,NW,노외 주차장,3,시간제 + 거주자 주차장,02-2252-5314,31,Y,유료,N,야간 미개방,700,2300,2019-06-10 09:32:06,150.0,5.0,150.0,5.0,0.0,중구,신당동
171965,신당사거리 공영주차장(구),중구 신당동 110-1,NW,노외 주차장,3,시간제 + 거주자 주차장,02-2280-8368,45,Y,유료,N,야간 미개방,0,2400,2021-05-26 15:02:07,250.0,5.0,250.0,5.0,0.0,중구,신당동
171975,손기정체육공원 공영주차장(구),중구 만리동2가 6-1,NW,노외 주차장,3,시간제 + 거주자 주차장,02-2280-8368,162,Y,유료,N,야간 미개방,0,2400,2021-05-26 15:06:21,150.0,5.0,150.0,5.0,0.0,중구,만리동2가
171997,서계동공영주차장(구),용산구 서계동 276-5,NW,노외 주차장,1,시간제 주차장,02-749-5314,36,Y,유료,N,야간 미개방,0,2400,2019-06-10 09:30:58,150.0,5.0,150.0,5.0,0.0,용산구,서계동
172084,도선동공영주차장(구),성동구 홍익동 369-0,NW,노외 주차장,1,시간제 주차장,,191,Y,유료,N,야간 미개방,0,0,2020-04-28 15:34:31,100.0,5.0,,,10000.0,성동구,홍익동
172097,공영주차장(구),성동구 금호동2가 511-0,NW,노외 주차장,1,시간제 주차장,,124,N,무료,N,야간 미개방,0,0,2020-04-28 15:29:45,,,,,,성동구,금호동2가
172118,성수1가2동공영주차장(구),성동구 성수동1가 13-22,NW,노외 주차장,1,시간제 주차장,,19,N,무료,N,야간 미개방,0,0,2020-04-28 15:31:46,,,,,,성동구,성수동1가
172120,성수1가1동공영주차장(구),성동구 성수동1가 656-260,NW,노외 주차장,1,시간제 주차장,,92,N,무료,N,야간 미개방,0,0,2020-04-28 15:31:15,,,,,,성동구,성수동1가
172130,성구2가3동공영주차장(구),성동구 성수동2가 299-19,NW,노외 주차장,1,시간제 주차장,,195,N,무료,N,야간 미개방,0,0,2020-04-28 15:32:12,,,,,,성동구,성수동2가
172134,공영주차장(구),성동구 성수동2가 571-1,NW,노외 주차장,1,시간제 주차장,,164,N,무료,N,야간 미개방,0,0,2020-04-28 15:31:59,,,,,,성동구,성수동2가
172144,강변공영주차장(구),성동구 성수동1가 366-1,NW,노외 주차장,1,시간제 주차장,,103,N,무료,N,야간 미개방,0,0,2020-04-28 15:31:30,,,,,,성동구,성수동1가
172184,동서울 노외주차장(구),광진구 구의동 598-1,NW,노외 주차장,1,시간제 주차장,,25,Y,유료,N,야간 미개방,800,1900,2019-06-10 09:31:14,250.0,5.0,250.0,5.0,30000.0,광진구,구의동
172198,구의1동 공영주차장(구),광진구 구의동 243-78,NW,노외 주차장,1,시간제 주차장,02-2049-4596,173,Y,유료,N,야간 미개방,0,2400,2021-09-13 17:06:50,150.0,5.0,0.0,0.0,0.0,광진구,구의동
172204,능동공영주차장(구),광진구 능동 205-0,NW,노외 주차장,1,시간제 주차장,02-2049-4596,77,Y,유료,N,야간 미개방,0,2400,2021-09-13 17:44:47,150.0,5.0,0.0,0.0,0.0,광진구,능동
172272,동답 공영주차장(구),동대문구 답십리동 2-283,NW,노외 주차장,3,시간제 + 거주자 주차장,02-2247-9664~6,67,Y,유료,N,야간 미개방,900,1900,2019-06-10 09:34:29,1000.0,60.0,0.0,0.0,10000.0,동대문구,답십리동
172303,늘봄주차장(구),중랑구 면목동 22-12,NW,노외 주차장,1,시간제 주차장,02-437-1987,72,Y,유료,N,야간 미개방,0,2400,2019-06-10 09:34:33,100.0,5.0,100.0,5.0,0.0,중랑구,면목동
172321,까치공원공영주차장(구),중랑구 면목동 570-0,NW,노외 주차장,1,시간제 주차장,080-490-3894,90,Y,유료,N,야간 미개방,0,2400,2019-06-10 09:34:35,100.0,5.0,100.0,5.0,0.0,중랑구,면목동
172378,면목5동공영주차장(구),중랑구 면목동 162-22,NW,노외 주차장,1,시간제 주차장,02-432-4174,67,Y,유료,N,야간 미개방,0,2400,2019-06-10 09:31:24,100.0,5.0,100.0,5.0,0.0,중랑구,면목동
172382,봉화산역(남) 공영주차장(시),중랑구 신내동 647-0,NW,노외 주차장,1,시간제 주차장,02-1688-1054,88,Y,유료,N,야간 미개방,900,2200,2021-10-08 14:56:36,80.0,5.0,80.0,5.0,0.0,중랑구,신내동
172384,동원시장공영주차장(구),중랑구 면목동 74-33,NW,노외 주차장,1,시간제 주차장,,26,Y,유료,N,야간 미개방,0,2400,2019-06-10 09:31:25,100.0,5.0,100.0,5.0,0.0,중랑구,면목동
172385,상봉2동공영주차장(구),중랑구 상봉동 110-38,NW,노외 주차장,1,시간제 주차장,02-1577-3325,83,Y,유료,N,야간 미개방,0,2400,2019-06-10 09:31:25,100.0,5.0,100.0,5.0,0.0,중랑구,상봉동
172459,시네마빌딩공영주차장(구),성북구 돈암동 538-59,NW,노외 주차장,1,시간제 주차장,070-8644-8323,100,Y,유료,N,야간 미개방,0,2400,2019-06-10 09:33:56,150.0,5.0,150.0,5.0,10000.0,성북구,돈암동
172478,벤처빌딩(구),성북구 장위동 65-154,NW,노외 주차장,1,시간제 주차장,,56,Y,유료,N,야간 미개방,0,2400,2019-06-10 09:37:26,150.0,5.0,150.0,5.0,10000.0,성북구,장위동
172480,마을공원(구),성북구 장위동 77-79,NW,노외 주차장,1,시간제 주차장,,98,Y,유료,N,야간 미개방,0,2400,2019-06-10 09:37:26,150.0,5.0,150.0,5.0,10000.0,성북구,장위동
172530,대지시장길 공영주차장(구),강북구 미아동 703-8,NW,노외 주차장,1,시간제 주차장,02-944-3035,47,Y,유료,N,야간 미개방,0,2400,2019-06-10 09:34:06,200.0,5.0,200.0,5.0,10000.0,강북구,미아동
172540,동방고개(구),성북구 장위동 230-110,NW,노외 주차장,1,시간제 주차장,,66,Y,유료,N,야간 미개방,0,2400,2019-06-10 09:37:26,150.0,5.0,150.0,5.0,10000.0,성북구,장위동
172550,송중동 공영주차장(구),강북구 미아동 48-1,NW,노외 주차장,1,시간제 주차장,02-944-3038,53,Y,유료,N,야간 미개방,0,2400,2019-06-10 09:34:07,200.0,5.0,200.0,5.0,10000.0,강북구,미아동
172562,시범 공영주차장(구),강북구 수유동 190-11,NW,노외 주차장,1,시간제 주차장,02-944-3029,45,Y,유료,N,야간 미개방,800,2200,2019-06-10 09:34:07,250.0,5.0,250.0,5.0,15000.0,강북구,수유동
172564,냉천길 공영주차장(구),강북구 미아동 756-1,NW,노외 주차장,1,시간제 주차장,02-944-3040,103,Y,유료,N,야간 미개방,0,2400,2019-06-10 09:34:08,200.0,5.0,200.0,5.0,10000.0,강북구,미아동
172592,도봉2동 법조타운 공영주차장(구),도봉구 도봉동 624-105,NW,노외 주차장,3,시간제 + 거주자 주차장,02-901-5100,164,Y,유료,N,야간 미개방,900,1800,2019-09-09 07:48:23,100.0,5.0,100.0,5.0,0.0,도봉구,도봉동
172594,교통광장 공영주차장(구),강북구 우이동 265-0,NW,노외 주차장,1,시간제 주차장,02-944-3027,56,Y,유료,N,야간 미개방,0,2400,2019-06-10 09:38:02,200.0,5.0,200.0,5.0,10000.0,강북구,우이동
172632,동막골 (구),노원구 상계동 31-0,NW,노외 주차장,1,시간제 주차장,02-939-7708,38,Y,유료,N,야간 미개방,900,1800,2019-06-10 09:34:11,150.0,5.0,150.0,5.0,8100.0,노원구,상계동
172634,수락산역 공영주차장(시),노원구 상계동 1268-0,NW,노외 주차장,1,시간제 주차장,02-2290-6407,157,Y,유료,N,야간 미개방,0,2400,2021-10-06 18:15:38,170.0,5.0,170.0,5.0,,노원구,상계동
172643,수색동공영주차장(구),은평구 수색동 78-2,NW,노외 주차장,1,시간제 주차장,,111,Y,유료,N,야간 미개방,0,2400,2019-11-27 16:18:22,100.0,5.0,100.0,5.0,,은평구,수색동
172683,새장골공영주차장(구),은평구 불광동 480-352,NW,노외 주차장,1,시간제 주차장,02-355-5947,40,Y,유료,N,야간 미개방,0,2400,2019-06-10 09:38:24,100.0,5.0,100.0,5.0,,은평구,불광동
172695,건영백화점앞(구),노원구 중계동 507-0,NW,노외 주차장,1,시간제 주차장,02-949-7705,137,Y,유료,N,야간 미개방,1000,2000,2019-06-10 09:34:13,250.0,5.0,250.0,5.0,16500.0,노원구,중계동
172696,등나무근린공원(구),노원구 중계동 508-1,NW,노외 주차장,1,시간제 주차장,02-949-7706,151,Y,유료,N,야간 미개방,1030,2100,2019-06-10 09:37:27,250.0,5.0,250.0,5.0,16500.0,노원구,중계동
172777,갈현1동공영주차장(구),은평구 갈현동 9-112,NW,노외 주차장,1,시간제 주차장,02-357-5947,61,Y,유료,N,야간 미개방,0,2400,2019-11-27 15:05:27,100.0,5.0,100.0,5.0,0.0,은평구,갈현동
172840,공덕1-1 공영주차장(구),마포구 공덕동 11-243,NW,노외 주차장,3,시간제 + 거주자 주차장,02-300-5041,81,Y,유료,N,야간 미개방,900,1800,2019-06-10 09:31:46,1000.0,60.0,500.0,30.0,0.0,마포구,공덕동
172844,마포유수지(시),마포구 마포동 36-1,NW,노외 주차장,5,시간제 + 버스전용 주차장,02-2290-6093,505,Y,유료,N,야간 미개방,0,2400,2021-09-29 09:31:02,220.0,5.0,220.0,5.0,0.0,마포구,마포동
172881,상암1 공영주차장(구),마포구 상암동 1621-0,NW,노외 주차장,1,시간제 주차장,02-373-5401,141,Y,유료,N,야간 미개방,0,2400,2019-06-10 09:34:43,200.0,5.0,200.0,5.0,0.0,마포구,상암동
172904,목동공영주차장(구),양천구 목동 915-0,NW,노외 주차장,1,시간제 주차장,02-2644-1384,1092,Y,유료,N,야간 미개방,700,2200,2020-09-02 15:39:28,150.0,5.0,150.0,5.0,10000.0,양천구,목동
172907,망원1-1 공영주차장(구),마포구 망원동 418-39,NW,노외 주차장,3,시간제 + 거주자 주차장,02-300-5041,68,Y,유료,N,야간 미개방,900,1800,2019-06-10 09:34:47,1000.0,60.0,500.0,30.0,0.0,마포구,망원동
172916,목2동 월촌(구),양천구 목동 525-0,NW,노외 주차장,1,시간제 주차장,02-2061-4369,70,Y,유료,N,야간 미개방,0,2400,2020-08-27 17:45:44,50.0,5.0,50.0,5.0,,양천구,목동
172923,성산2-1 공영주차장(구),마포구 성산동 199-0,NW,노외 주차장,3,시간제 + 거주자 주차장,02-300-5041,59,Y,유료,N,야간 미개방,900,1800,2019-06-10 09:35:01,1000.0,60.0,500.0,30.0,0.0,마포구,성산동
172936,광장주차장(구),양천구 목동 907-19,NW,노외 주차장,1,시간제 주차장,070-7119-2792,47,Y,유료,N,야간 미개방,900,1900,2020-09-02 14:09:11,150.0,5.0,150.0,5.0,,양천구,목동
172937,목동체비지 공영주차장(시),양천구 목동 908-26,NW,노외 주차장,1,시간제 주차장,,56,Y,유료,N,야간 미개방,800,2100,2021-10-07 13:53:30,130.0,5.0,130.0,5.0,,양천구,목동
172941,달마을주차장(구),양천구 목동 532-18,NW,노외 주차장,1,시간제 주차장,010-5318-724,30,Y,유료,N,야간 미개방,0,2400,2020-08-27 17:46:57,50.0,5.0,50.0,5.0,,양천구,목동
172943,망원2-1 공영주차장(구),마포구 망원동 428-5,NW,노외 주차장,3,시간제 + 거주자 주차장,02-300-5041,62,Y,유료,N,야간 미개방,900,1800,2019-06-10 09:35:04,1000.0,60.0,500.0,30.0,0.0,마포구,망원동
172952,목3동 해운주차장(구),양천구 목동 711-6,NW,노외 주차장,1,시간제 주차장,02-2061-788,64,Y,유료,N,야간 미개방,0,2400,2019-06-10 09:35:05,50.0,5.0,50.0,5.0,0.0,양천구,목동
172957,등촌 2-1 공영주차장(구),강서구 등촌동 531-5,NW,노외 주차장,1,시간제 주차장,02-2645-1578,91,Y,유료,N,야간 미개방,0,0,2021-02-06 15:06:05,50.0,5.0,50.0,5.0,2000.0,강서구,등촌동
172970,방화역(서) 공영주차장(시),강서구 방화동 829-1,NW,노외 주차장,1,시간제 주차장,,68,Y,유료,N,야간 미개방,800,2100,2021-10-07 14:23:54,170.0,5.0,170.0,5.0,0.0,강서구,방화동
172971,방화역(동) 공영주차장(시),강서구 방화동 830-4,NW,노외 주차장,1,시간제 주차장,,67,Y,유료,N,야간 미개방,800,2100,2021-10-07 14:23:12,170.0,5.0,170.0,5.0,0.0,강서구,방화동
172979,개화산역 공영주차장(시),강서구 방화동 845-0,NW,노외 주차장,1,시간제 주차장,02-2290-6064,322,Y,유료,N,야간 미개방,0,2400,2021-10-06 17:58:19,170.0,5.0,170.0,5.0,0.0,강서구,방화동
173001,공항동(송정역)(시),강서구 공항동 42-8,NW,노외 주차장,2,거주자 우선 주차장,,11,Y,유료,N,야간 미개방,0,0,2020-07-01 14:03:35,0.0,0.0,0.0,0.0,0.0,강서구,공항동
173005,가양3동 공영주차장(시),강서구 가양동 1488-12,NW,노외 주차장,1,시간제 주차장,,56,Y,유료,N,야간 미개방,900,1900,2021-10-07 13:52:09,200.0,5.0,200.0,5.0,0.0,강서구,가양동
173073,구로5동마을공동주차장(구),구로구 구로동 549-73,NW,노외 주차장,1,시간제 주차장,02-839-4875,81,Y,유료,N,야간 미개방,900,1800,2019-06-10 09:32:49,100.0,5.0,100.0,5.0,0.0,구로구,구로동
173077,구로3동마을주차장(구),구로구 구로동 797-1,NW,노외 주차장,1,시간제 주차장,,20,Y,유료,N,야간 미개방,1000,1800,2019-06-10 09:39:28,50.0,5.0,50.0,5.0,0.0,구로구,구로동
173093,구로리공원지하주차장(구),구로구 구로동 139-82,NW,노외 주차장,1,시간제 주차장,,203,Y,유료,N,야간 미개방,0,2400,2019-06-10 09:34:16,150.0,5.0,150.0,5.0,0.0,구로구,구로동
173104,고척1동마을공동주차장(구),구로구 고척동 52-54,NW,노외 주차장,1,시간제 주차장,,88,Y,유료,N,야간 미개방,0,2400,2019-06-10 09:34:18,100.0,5.0,100.0,5.0,0.0,구로구,고척동
173123,독산1동공영주차장(구),금천구 독산동 1006-94,NW,노외 주차장,3,시간제 + 거주자 주차장,,66,Y,유료,N,야간 미개방,830,1900,2019-06-10 09:35:36,65.0,5.0,65.0,5.0,0.0,금천구,독산동
173129,독산3동 공영주차장(구),금천구 독산동 898-24,NW,노외 주차장,1,시간제 주차장,,50,Y,유료,N,야간 미개방,800,1900,2021-01-29 11:00:29,65.0,5.0,65.0,5.0,,금천구,독산동
